Date,Open,High,Low,Close,Adj Close,Volume
2024-01-23,75700.000000,75800.000000,74300.000000,75200.000000,75200.000000,14786224
2024-01-24,75200.000000,75200.000000,73500.000000,74000.000000,74000.000000,12860661
2024-01-25,74200.000000,74800.000000,73700.000000,74100.000000,74100.000000,11737747
2024-01-26,73700.000000,74500.000000,73300.000000,73400.000000,73400.000000,11160062
2024-01-29,73800.000000,75200.000000,73500.000000,74400.000000,74400.000000,13976521
2024-01-30,75000.000000,75300.000000,73700.000000,74300.000000,74300.000000,12244418
2024-01-31,73400.000000,74000.000000,73400.000000,73600.000000,73600.000000,3912914
